is_increase,age,Gender,Cellphone,Education_Level,Marital_Status,consume,Level,Total_Relationship_Count
1,48,F,3,Graduate,Single,Unknown,Blue,3
0,42,M,4,High School,Married,$120K +,Gold,6
0,43,M,4,Unknown,Married,$40K - $60K,Blue,3
1,39,F,1,Graduate,Single,Less than $40K,Blue,3
1,42,M,5,Unknown,Married,$60K - $80K,Blue,2
0,44,M,1,Graduate,Single,$60K - $80K,Blue,3
0,56,F,0,Graduate,Single,Less than $40K,Blue,3
0,46,M,3,College,Single,$80K - $120K,Silver,3
0,50,M,2,College,Married,$60K - $80K,Blue,4
0,43,M,3,College,Unknown,$60K - $80K,Blue,4
0,45,F,3,Uneducated,Single,Less than $40K,Blue,3
0,58,M,2,Unknown,Divorced,$60K - $80K,Blue,6
0,39,F,2,Graduate,Divorced,Less than $40K,Blue,5
0,44,F,2,Unknown,Single,Less than $40K,Blue,3
0,45,M,3,High School,Single,Less than $40K,Blue,4
0,55,F,2,Graduate,Married,Less than $40K,Blue,5
0,49,F,2,College,Married,Less than $40K,Blue,3
0,46,F,3,Graduate,Married,Less than $40K,Blue,5
0,43,M,4,Unknown,Married,$120K +,Blue,3
0,42,F,5,Graduate,Married,Less than $40K,Blue,5
0,45,M,3,Graduate,Unknown,$80K - $120K,Blue,5
0,48,F,4,Unknown,Unknown,Less than $40K,Blue,6
0,47,F,3,Unknown,Single,Unknown,Blue,3
0,44,F,3,Unknown,Single,Less than $40K,Blue,6
1,59,F,1,Graduate,Married,Less than $40K,Blue,2
1,49,F,3,Graduate,Divorced,Less than $40K,Blue,3
0,47,F,5,Graduate,Married,Less than $40K,Blue,5
0,58,F,1,High School,Married,Less than $40K,Blue,4
0,48,F,3,College,Married,Less than $40K,Blue,5
0,46,M,3,College,Married,$80K - $120K,Blue,4
1,51,F,3,Graduate,Married,Less than $40K,Blue,1
0,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,4
1,56,M,2,Graduate,Single,$80K - $120K,Blue,1
0,50,F,3,High School,Single,Less than $40K,Blue,4
0,47,M,2,Unknown,Single,$80K - $120K,Blue,6
0,53,F,1,College,Single,Less than $40K,Blue,3
0,46,F,3,Graduate,Married,$40K - $60K,Blue,3
0,39,F,1,Uneducated,Single,Less than $40K,Blue,5
0,50,F,1,Graduate,Married,Less than $40K,Blue,5
0,55,M,2,Graduate,Single,$80K - $120K,Blue,3
1,50,M,3,College,Unknown,$80K - $120K,Blue,1
0,45,M,5,High School,Married,$60K - $80K,Blue,6
0,42,M,3,College,Single,$80K - $120K,Blue,6
0,50,F,2,High School,Single,Less than $40K,Blue,4
1,50,F,2,Graduate,Unknown,Less than $40K,Blue,5
0,51,F,3,Uneducated,Married,Less than $40K,Blue,3
0,48,F,4,Post-Graduate,Married,Less than $40K,Blue,6
1,37,F,3,Unknown,Single,Unknown,Blue,2
1,43,M,2,High School,Married,$120K +,Blue,6
0,37,F,1,High School,Single,Less than $40K,Blue,6
0,45,M,4,High School,Single,$80K - $120K,Blue,3
0,44,F,2,High School,Single,Less than $40K,Blue,5
0,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,4
0,58,F,1,Post-Graduate,Single,Less than $40K,Blue,6
0,42,M,2,Graduate,Single,$40K - $60K,Blue,3
0,61,M,0,High School,Single,$40K - $60K,Blue,3
1,56,M,4,High School,Married,$60K - $80K,Blue,6
0,44,M,2,Graduate,Married,$60K - $80K,Blue,5
1,39,M,1,Unknown,Single,$40K - $60K,Blue,3
0,43,F,3,Unknown,Married,Less than $40K,Silver,4
0,39,M,2,Graduate,Married,$60K - $80K,Blue,5
0,50,F,4,Unknown,Married,Less than $40K,Blue,4
0,44,M,2,College,Married,$60K - $80K,Blue,3
0,30,F,1,Uneducated,Single,Unknown,Blue,3
0,47,F,1,Graduate,Single,Unknown,Blue,6
0,47,M,3,Graduate,Married,$80K - $120K,Blue,6
1,49,F,3,Post-Graduate,Married,Less than $40K,Blue,3
0,42,F,2,Graduate,Divorced,$40K - $60K,Blue,6
0,57,F,1,Unknown,Single,Less than $40K,Blue,4
1,43,F,4,Unknown,Married,Less than $40K,Blue,6
0,44,F,3,High School,Single,$40K - $60K,Blue,4
0,45,F,3,Uneducated,Married,Less than $40K,Blue,6
0,51,M,3,High School,Single,$60K - $80K,Blue,5
0,57,F,0,High School,Divorced,Less than $40K,Blue,5
0,60,F,1,Uneducated,Single,Unknown,Blue,6
0,64,F,0,Graduate,Single,Less than $40K,Blue,4
0,37,M,3,Graduate,Married,$80K - $120K,Blue,5
0,49,F,3,Unknown,Single,$40K - $60K,Blue,4
1,53,F,4,Graduate,Married,Less than $40K,Blue,3
0,46,F,4,Graduate,Married,Unknown,Blue,5
0,50,F,2,High School,Single,Less than $40K,Blue,5
0,56,F,3,Unknown,Single,Less than $40K,Blue,5
0,45,F,3,Graduate,Married,Less than $40K,Blue,6
0,43,M,4,High School,Divorced,$80K - $120K,Blue,3
0,52,M,2,Unknown,Married,$80K - $120K,Silver,6
0,47,F,3,Unknown,Single,Less than $40K,Blue,3
0,50,F,0,High School,Married,Less than $40K,Blue,4
1,42,M,4,College,Single,$40K - $60K,Blue,5
0,49,M,1,Graduate,Single,$80K - $120K,Blue,6
0,50,F,2,Graduate,Single,$40K - $60K,Blue,4
0,49,F,2,College,Single,$40K - $60K,Blue,3
0,43,M,4,Graduate,Divorced,$80K - $120K,Blue,5
0,60,M,0,College,Unknown,Less than $40K,Blue,6
0,49,M,4,Graduate,Single,$40K - $60K,Blue,3
1,42,F,4,College,Married,$40K - $60K,Blue,3
0,42,M,3,College,Single,$80K - $120K,Silver,3
0,43,M,3,Graduate,Single,$120K +,Blue,5
0,42,F,2,Doctorate,Unknown,Less than $40K,Silver,6
0,43,M,5,Uneducated,Married,$60K - $80K,Blue,6
0,47,M,1,High School,Married,$60K - $80K,Blue,3
0,56,M,1,Uneducated,Single,$80K - $120K,Blue,3
0,56,M,2,Doctorate,Single,$80K - $120K,Blue,4
0,43,F,3,High School,Unknown,Less than $40K,Blue,5
1,38,M,2,Unknown,Single,$60K - $80K,Blue,2
0,47,F,1,Graduate,Married,Unknown,Blue,3
1,57,F,3,Unknown,Single,Less than $40K,Blue,1
0,44,M,3,Graduate,Single,$60K - $80K,Blue,5
0,42,F,1,High School,Married,Less than $40K,Blue,5
0,49,F,1,High School,Married,Less than $40K,Blue,5
0,48,M,2,High School,Married,$80K - $120K,Blue,5
0,44,M,5,Doctorate,Single,$120K +,Blue,5
1,42,M,4,Unknown,Married,$60K - $80K,Blue,3
1,48,M,4,Unknown,Single,$80K - $120K,Blue,3
1,42,F,3,Doctorate,Single,Less than $40K,Blue,2
0,43,M,4,Unknown,Married,$80K - $120K,Blue,5
0,50,F,3,Uneducated,Unknown,Less than $40K,Blue,6
0,35,F,1,High School,Married,Less than $40K,Blue,4
1,47,M,2,High School,Married,$60K - $80K,Blue,2
1,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,3
0,43,M,2,College,Single,$120K +,Blue,6
0,64,F,1,High School,Divorced,Unknown,Blue,3
0,42,F,4,Graduate,Single,Less than $40K,Blue,3
0,49,M,5,Doctorate,Single,$40K - $60K,Blue,3
0,46,M,3,Uneducated,Single,$120K +,Blue,4
1,51,F,0,Graduate,Married,Less than $40K,Blue,4
0,47,M,5,Graduate,Married,$60K - $80K,Blue,5
0,38,F,2,Unknown,Single,$40K - $60K,Blue,5
0,52,M,1,Unknown,Married,$120K +,Blue,4
0,47,M,4,High School,Divorced,$60K - $80K,Blue,6
1,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,2
0,43,F,3,Graduate,Single,Less than $40K,Blue,3
1,48,F,1,Graduate,Single,Less than $40K,Blue,6
0,47,M,4,Unknown,Unknown,Less than $40K,Blue,6
0,54,F,3,Graduate,Single,Less than $40K,Blue,3
0,41,F,2,Graduate,Married,Less than $40K,Blue,6
0,40,F,3,College,Unknown,$40K - $60K,Blue,6
0,33,M,2,Doctorate,Single,$120K +,Blue,5
0,47,F,2,High School,Single,Less than $40K,Blue,5
0,46,M,3,College,Married,$60K - $80K,Blue,5
1,44,F,2,Doctorate,Divorced,Less than $40K,Blue,1
1,51,M,3,Graduate,Single,$80K - $120K,Blue,6
0,48,F,3,Graduate,Married,Less than $40K,Blue,3
0,51,F,1,High School,Single,Less than $40K,Blue,4
1,48,F,1,Graduate,Married,Less than $40K,Blue,3
0,48,F,4,Uneducated,Single,Unknown,Blue,4
0,50,F,4,College,Married,Unknown,Blue,4
0,35,M,2,High School,Unknown,$40K - $60K,Blue,4
0,35,F,4,Graduate,Single,Less than $40K,Blue,6
0,51,F,1,Graduate,Single,Less than $40K,Blue,4
0,50,M,0,Unknown,Divorced,$60K - $80K,Blue,3
0,50,F,2,High School,Married,Less than $40K,Blue,6
1,54,F,1,Unknown,Married,Less than $40K,Blue,1
0,45,F,5,Unknown,Single,Less than $40K,Blue,4
0,31,F,0,Post-Graduate,Single,Less than $40K,Blue,6
0,42,M,3,Graduate,Single,$60K - $80K,Silver,5
0,45,F,2,Post-Graduate,Single,Unknown,Blue,3
1,45,F,4,Graduate,Unknown,Less than $40K,Blue,1
0,45,F,3,High School,Single,$40K - $60K,Blue,3
0,53,M,0,Uneducated,Divorced,$120K +,Blue,5
1,51,M,2,High School,Married,$80K - $120K,Blue,5
0,38,F,2,Uneducated,Single,$40K - $60K,Blue,5
0,55,F,2,Graduate,Single,Less than $40K,Blue,4
1,47,F,3,Graduate,Single,Less than $40K,Blue,3
0,38,M,1,Graduate,Single,$80K - $120K,Blue,5
1,52,M,3,Uneducated,Single,$120K +,Blue,5
0,43,F,5,Unknown,Single,Less than $40K,Blue,6
0,54,M,2,Unknown,Single,$120K +,Blue,5
0,42,F,5,High School,Divorced,Less than $40K,Blue,5
1,35,F,1,College,Single,Less than $40K,Blue,2
0,62,F,0,High School,Single,Unknown,Silver,3
0,48,F,3,College,Married,Less than $40K,Blue,4
0,41,M,4,High School,Single,$120K +,Blue,5
0,49,F,2,Graduate,Unknown,$40K - $60K,Blue,6
0,54,M,0,Graduate,Single,$80K - $120K,Blue,3
1,53,F,3,College,Married,Less than $40K,Blue,3
0,51,M,2,Graduate,Divorced,$60K - $80K,Blue,4
0,59,F,0,Graduate,Married,Less than $40K,Blue,3
0,39,F,3,Uneducated,Single,Unknown,Blue,6
0,65,F,2,College,Single,$40K - $60K,Blue,4
0,47,M,4,High School,Single,$40K - $60K,Silver,3
0,42,M,3,High School,Single,Less than $40K,Blue,4
1,45,M,5,Unknown,Married,$80K - $120K,Silver,2
0,57,F,0,Unknown,Married,Less than $40K,Blue,5
0,51,F,3,Uneducated,Married,Less than $40K,Blue,4
0,50,F,1,Graduate,Single,Less than $40K,Blue,4
0,47,M,2,Unknown,Married,$80K - $120K,Blue,6
0,57,F,5,Graduate,Married,$40K - $60K,Blue,4
0,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,4
0,47,F,2,Doctorate,Single,Less than $40K,Blue,4
0,42,F,3,Unknown,Married,Unknown,Blue,3
0,45,F,3,Doctorate,Divorced,Unknown,Blue,6
0,52,M,2,Unknown,Married,$60K - $80K,Blue,6
0,37,M,2,High School,Single,$60K - $80K,Blue,5
1,60,F,1,Unknown,Single,$40K - $60K,Blue,3
1,63,M,0,Graduate,Single,$60K - $80K,Blue,3
0,62,F,0,High School,Single,Less than $40K,Blue,3
1,47,F,1,Unknown,Single,Less than $40K,Blue,4
0,50,F,0,Graduate,Married,Less than $40K,Blue,4
1,39,F,2,Graduate,Married,Less than $40K,Blue,3
0,40,F,3,Uneducated,Single,Less than $40K,Blue,5
0,39,M,3,College,Single,$120K +,Blue,4
0,42,F,2,Unknown,Unknown,Less than $40K,Blue,6
0,65,M,0,Graduate,Single,$40K - $60K,Blue,3
1,32,F,1,Graduate,Single,Less than $40K,Blue,3
0,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,5
0,49,F,4,Unknown,Divorced,Less than $40K,Blue,5
1,48,M,3,Graduate,Single,$60K - $80K,Blue,3
0,45,M,4,College,Married,$80K - $120K,Blue,4
0,62,M,1,Graduate,Single,$120K +,Blue,4
0,45,F,3,High School,Unknown,Less than $40K,Blue,5
1,49,F,4,Unknown,Single,Unknown,Blue,6
1,41,F,4,Graduate,Divorced,$40K - $60K,Blue,1
0,50,M,2,High School,Married,$120K +,Blue,5
0,46,M,5,Uneducated,Single,$60K - $80K,Blue,4
0,42,F,3,Uneducated,Single,Less than $40K,Blue,4
0,41,F,4,Uneducated,Unknown,Less than $40K,Blue,4
0,65,M,1,Uneducated,Single,Less than $40K,Blue,3
1,55,M,1,Uneducated,Single,$60K - $80K,Blue,5
0,36,F,3,Uneducated,Married,Unknown,Blue,6
0,46,F,3,Graduate,Single,Less than $40K,Blue,6
0,58,F,1,Doctorate,Married,Less than $40K,Blue,4
0,42,F,3,Uneducated,Divorced,Less than $40K,Blue,5
0,38,F,2,Graduate,Single,$40K - $60K,Blue,6
0,29,F,1,Uneducated,Married,Less than $40K,Blue,3
0,46,F,4,Unknown,Divorced,Unknown,Blue,5
1,55,F,2,Graduate,Single,Less than $40K,Blue,2
0,57,F,2,High School,Married,Less than $40K,Blue,4
0,45,F,4,Graduate,Single,Less than $40K,Blue,5
0,47,F,1,Doctorate,Divorced,Less than $40K,Blue,6
0,43,F,3,High School,Married,Less than $40K,Silver,3
0,52,F,3,Unknown,Single,Unknown,Blue,3
0,64,F,0,High School,Single,Less than $40K,Blue,6
0,52,F,2,Graduate,Married,Less than $40K,Blue,4
0,61,M,0,High School,Divorced,$60K - $80K,Blue,6
0,40,F,3,Uneducated,Married,Less than $40K,Blue,5
1,50,M,4,Unknown,Married,$40K - $60K,Blue,6
0,45,F,5,Graduate,Single,Less than $40K,Blue,5
1,36,F,1,Unknown,Single,Less than $40K,Blue,2
0,51,F,3,High School,Single,Unknown,Blue,4
0,43,F,2,Graduate,Married,Less than $40K,Blue,5
0,51,F,2,Unknown,Single,Less than $40K,Blue,5
0,47,M,2,Unknown,Married,$80K - $120K,Blue,3
0,39,F,2,High School,Single,$40K - $60K,Blue,3
0,40,M,1,High School,Single,$40K - $60K,Blue,6
0,38,F,2,High School,Married,Unknown,Blue,5
1,51,F,2,Graduate,Single,$40K - $60K,Blue,3
0,44,M,5,Unknown,Married,$60K - $80K,Blue,5
0,38,M,3,Graduate,Single,$120K +,Blue,4
0,47,M,5,Unknown,Single,$120K +,Blue,6
0,32,F,0,Unknown,Single,Unknown,Blue,6
0,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,5
1,40,F,3,Uneducated,Married,Less than $40K,Blue,5
0,45,M,3,Graduate,Divorced,$60K - $80K,Blue,6
0,41,M,4,Graduate,Single,$40K - $60K,Blue,3
1,53,F,2,College,Single,Unknown,Blue,2
0,44,F,5,College,Married,Less than $40K,Blue,4
0,39,F,2,Graduate,Single,$40K - $60K,Blue,5
0,50,F,1,Uneducated,Single,Less than $40K,Blue,6
1,39,M,3,Unknown,Single,$60K - $80K,Blue,1
1,44,F,3,Graduate,Married,Less than $40K,Blue,6
0,56,F,3,Post-Graduate,Single,Less than $40K,Blue,4
0,63,M,0,Uneducated,Single,$40K - $60K,Blue,3
0,50,M,1,Unknown,Married,$120K +,Blue,4
0,40,F,3,Graduate,Single,Less than $40K,Blue,5
0,48,M,3,Unknown,Single,$60K - $80K,Blue,6
1,53,F,2,Uneducated,Single,$40K - $60K,Blue,1
0,44,F,1,Uneducated,Married,Less than $40K,Blue,3
0,56,F,2,Graduate,Unknown,Unknown,Blue,5
1,40,F,3,Uneducated,Single,Unknown,Blue,3
0,41,M,4,Graduate,Single,$120K +,Blue,5
0,40,F,4,Unknown,Married,Less than $40K,Blue,4
0,45,F,4,High School,Divorced,Less than $40K,Blue,3
0,40,F,2,Post-Graduate,Married,Less than $40K,Blue,3
0,52,M,3,Uneducated,Unknown,$120K +,Blue,4
1,59,F,2,Unknown,Single,Unknown,Blue,1
0,49,F,2,High School,Divorced,Less than $40K,Blue,6
0,47,M,2,Graduate,Divorced,$80K - $120K,Blue,6
0,42,F,3,Graduate,Divorced,Less than $40K,Blue,5
1,41,F,5,Graduate,Married,Less than $40K,Blue,6
0,43,M,5,High School,Married,$120K +,Blue,4
0,40,F,4,Graduate,Single,Less than $40K,Gold,6
0,45,F,1,High School,Unknown,Less than $40K,Blue,4
0,43,M,2,High School,Married,$120K +,Silver,3
0,48,F,2,Graduate,Married,Unknown,Blue,3
1,46,F,1,Uneducated,Single,$40K - $60K,Blue,3
0,41,F,3,Doctorate,Married,Less than $40K,Blue,3
0,38,F,3,Post-Graduate,Married,Less than $40K,Blue,4
1,45,F,0,Unknown,Married,$40K - $60K,Blue,3
0,44,F,2,Graduate,Married,Unknown,Blue,3
0,35,F,2,Uneducated,Single,Less than $40K,Blue,3
0,49,F,4,Graduate,Married,Less than $40K,Blue,4
0,47,F,4,Graduate,Unknown,Less than $40K,Blue,4
0,48,M,3,High School,Single,$80K - $120K,Blue,3
1,50,F,4,Graduate,Single,Less than $40K,Blue,2
0,44,M,4,Uneducated,Unknown,$60K - $80K,Blue,6
0,37,M,3,Graduate,Divorced,$40K - $60K,Blue,5
0,47,F,3,High School,Single,Unknown,Blue,5
0,35,F,1,Graduate,Single,Unknown,Blue,6
0,51,M,0,Graduate,Married,$120K +,Blue,4
0,36,F,3,Graduate,Single,$40K - $60K,Blue,4
0,33,F,2,Unknown,Married,$40K - $60K,Blue,4
1,32,F,0,Uneducated,Married,Unknown,Blue,6
1,59,F,0,Doctorate,Married,Less than $40K,Blue,6
0,51,F,2,Unknown,Unknown,$40K - $60K,Blue,4
0,50,F,1,High School,Married,Less than $40K,Blue,4
0,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,5
0,49,F,4,Unknown,Divorced,Less than $40K,Blue,3
1,43,M,3,College,Married,$80K - $120K,Blue,3
0,41,F,2,Graduate,Single,Less than $40K,Blue,4
0,51,M,2,Unknown,Divorced,$80K - $120K,Blue,4
0,54,F,0,College,Married,$40K - $60K,Blue,6
0,40,F,5,Unknown,Single,Unknown,Blue,6
0,55,F,2,Graduate,Married,Less than $40K,Blue,4
1,49,F,2,Graduate,Unknown,Less than $40K,Blue,6
1,41,F,3,Graduate,Single,$40K - $60K,Blue,4
0,48,M,4,Unknown,Divorced,$60K - $80K,Blue,4
0,44,F,3,Unknown,Single,Less than $40K,Blue,3
0,51,F,3,High School,Divorced,Less than $40K,Blue,4
0,43,M,3,Unknown,Unknown,$60K - $80K,Blue,4
1,52,M,3,Uneducated,Married,$80K - $120K,Blue,3
0,45,F,3,Unknown,Married,Unknown,Blue,6
0,48,F,2,Graduate,Single,Unknown,Blue,6
0,50,M,2,Uneducated,Single,$60K - $80K,Blue,4
0,43,M,2,Graduate,Married,$60K - $80K,Blue,6
0,34,F,1,Graduate,Married,$40K - $60K,Blue,3
0,48,F,3,Unknown,Unknown,$40K - $60K,Blue,6
1,49,F,4,Graduate,Married,Less than $40K,Blue,5
0,54,M,2,Graduate,Married,$80K - $120K,Blue,3
0,44,F,2,Graduate,Married,Less than $40K,Blue,6
1,46,F,3,College,Married,Less than $40K,Blue,2
0,53,M,2,Uneducated,Divorced,$120K +,Blue,4
0,39,M,3,Graduate,Single,$60K - $80K,Blue,5
1,49,F,0,Doctorate,Married,Less than $40K,Blue,3
0,52,F,1,College,Single,Less than $40K,Blue,5
0,51,F,1,College,Married,Unknown,Blue,3
1,40,M,3,High School,Unknown,$80K - $120K,Blue,1
0,49,F,2,College,Married,Less than $40K,Blue,4
0,46,M,3,Graduate,Unknown,$60K - $80K,Blue,6
0,59,M,0,Uneducated,Single,$60K - $80K,Blue,5
0,38,F,1,Unknown,Married,$40K - $60K,Blue,5
0,45,F,3,Graduate,Single,Less than $40K,Blue,5
1,44,F,2,Graduate,Divorced,Less than $40K,Blue,3
0,64,M,0,College,Single,Less than $40K,Silver,5
0,49,F,1,Graduate,Married,$40K - $60K,Blue,5
0,51,F,1,Graduate,Married,Less than $40K,Blue,6
0,41,F,4,Graduate,Single,Less than $40K,Blue,3
0,41,M,2,High School,Single,$80K - $120K,Blue,6
0,39,M,4,Uneducated,Married,$80K - $120K,Blue,6
0,41,M,3,Graduate,Divorced,Less than $40K,Blue,5
1,65,M,0,Graduate,Single,Unknown,Blue,1
1,44,F,5,Graduate,Single,Less than $40K,Blue,1
1,43,M,3,Graduate,Unknown,$80K - $120K,Blue,1
1,54,F,4,Unknown,Married,Less than $40K,Blue,3
0,61,M,0,Doctorate,Single,$60K - $80K,Blue,4
0,47,M,3,Unknown,Single,$60K - $80K,Blue,3
0,38,M,1,Graduate,Unknown,$80K - $120K,Blue,4
0,51,F,3,Graduate,Married,Unknown,Blue,6
0,44,M,5,Unknown,Married,$60K - $80K,Silver,3
0,48,F,3,High School,Single,Less than $40K,Blue,5
0,53,M,4,College,Unknown,$60K - $80K,Blue,5
0,50,M,2,High School,Married,$80K - $120K,Blue,6
1,30,F,1,Graduate,Married,Less than $40K,Blue,2
0,41,M,1,Uneducated,Single,$80K - $120K,Blue,6
1,55,F,4,High School,Married,Less than $40K,Blue,4
1,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,4
0,48,M,3,Graduate,Married,$60K - $80K,Blue,6
0,41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,6
0,47,F,3,High School,Married,Less than $40K,Blue,6
0,55,F,1,Unknown,Married,Less than $40K,Blue,5
0,47,F,4,College,Married,Less than $40K,Blue,3
0,51,M,3,Graduate,Married,$80K - $120K,Blue,6
0,44,F,3,High School,Single,Unknown,Blue,5
0,49,F,2,Unknown,Single,Unknown,Blue,4
0,53,F,1,College,Single,Less than $40K,Blue,3
0,47,F,3,High School,Married,Less than $40K,Blue,3
0,51,M,2,Graduate,Single,$120K +,Blue,4
0,53,F,4,Unknown,Single,Less than $40K,Blue,6
0,49,M,2,College,Single,$60K - $80K,Blue,6
0,35,F,3,Uneducated,Single,Less than $40K,Blue,4
1,40,F,3,Graduate,Married,Less than $40K,Blue,6
0,44,M,3,College,Married,$60K - $80K,Blue,5
1,53,F,1,Graduate,Married,Unknown,Blue,6
0,42,F,4,Unknown,Married,Less than $40K,Blue,4
0,51,F,2,Unknown,Single,Less than $40K,Blue,3
1,46,M,1,Uneducated,Married,$60K - $80K,Blue,3
0,40,M,4,High School,Unknown,$80K - $120K,Blue,6
0,47,M,4,Unknown,Divorced,$40K - $60K,Blue,3
0,51,F,1,Uneducated,Married,Unknown,Blue,6
0,41,F,4,High School,Single,Unknown,Blue,4
1,41,M,4,Unknown,Single,$80K - $120K,Blue,1
0,43,M,1,High School,Married,$40K - $60K,Blue,6
0,64,F,1,Graduate,Single,Less than $40K,Blue,4
0,42,F,1,Uneducated,Married,Less than $40K,Blue,3
1,50,F,3,High School,Married,Less than $40K,Blue,6
0,52,F,2,Uneducated,Married,Less than $40K,Blue,6
0,46,F,1,Graduate,Single,$40K - $60K,Blue,4
0,39,M,5,College,Married,$80K - $120K,Blue,3
0,44,M,2,Graduate,Single,$80K - $120K,Blue,5
0,57,F,3,College,Single,$40K - $60K,Blue,3
0,53,F,1,Uneducated,Single,Less than $40K,Blue,6
0,43,F,2,Uneducated,Single,Less than $40K,Blue,3
0,45,F,3,Unknown,Married,$40K - $60K,Blue,5
0,48,F,1,College,Divorced,Less than $40K,Blue,6
0,41,F,3,High School,Unknown,Unknown,Blue,5
1,47,M,2,Graduate,Divorced,$80K - $120K,Blue,3
0,50,F,2,College,Single,Less than $40K,Blue,6
0,46,M,5,Unknown,Married,$60K - $80K,Blue,3
0,51,F,0,Graduate,Married,Unknown,Blue,5
0,43,M,5,Unknown,Married,$60K - $80K,Blue,3
1,47,F,2,College,Married,Less than $40K,Blue,6
0,47,M,4,College,Single,$60K - $80K,Blue,5
1,47,F,3,High School,Married,Unknown,Blue,6
1,47,M,3,Doctorate,Married,$60K - $80K,Blue,6
0,44,M,1,Uneducated,Married,$80K - $120K,Blue,4
1,51,F,2,Unknown,Married,Less than $40K,Blue,1
1,44,M,1,Unknown,Single,$60K - $80K,Blue,3
0,41,F,5,Uneducated,Single,Less than $40K,Blue,4
0,47,F,1,Uneducated,Married,Less than $40K,Blue,6
0,47,M,1,Uneducated,Married,$40K - $60K,Blue,3
1,41,M,2,Graduate,Single,$60K - $80K,Blue,3
1,54,F,2,Doctorate,Married,Less than $40K,Blue,2
0,44,M,4,Graduate,Married,$80K - $120K,Blue,3
0,44,F,2,Doctorate,Divorced,Unknown,Blue,6
0,44,M,3,High School,Single,Less than $40K,Blue,6
0,43,F,3,Unknown,Divorced,Less than $40K,Blue,3
0,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,6
0,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,6
0,44,F,4,High School,Single,Less than $40K,Blue,6
1,42,M,2,Uneducated,Married,$40K - $60K,Blue,1
1,42,M,0,High School,Single,$60K - $80K,Blue,4
0,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,3
0,47,F,3,Graduate,Single,Less than $40K,Blue,4
0,44,M,3,Uneducated,Single,$40K - $60K,Blue,3
0,60,F,0,Uneducated,Single,Less than $40K,Silver,3
0,41,F,2,High School,Married,$40K - $60K,Blue,5
0,46,F,2,Unknown,Single,Less than $40K,Blue,4
0,42,F,3,Uneducated,Single,Less than $40K,Blue,4
0,54,F,3,High School,Married,$40K - $60K,Blue,5
1,45,F,3,College,Married,Less than $40K,Blue,4
0,49,M,1,High School,Single,$60K - $80K,Blue,6
0,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,5
0,53,M,0,Graduate,Single,$80K - $120K,Blue,3
1,48,F,4,Doctorate,Unknown,Unknown,Blue,4
0,45,F,4,Graduate,Married,Less than $40K,Blue,6
0,41,F,3,Uneducated,Divorced,Less than $40K,Blue,5
1,51,M,3,Uneducated,Single,$80K - $120K,Blue,3
1,45,M,2,College,Single,$60K - $80K,Blue,3
0,52,F,3,Graduate,Married,Less than $40K,Blue,4
0,44,F,3,High School,Single,Less than $40K,Blue,3
0,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,5
0,44,F,5,Unknown,Married,Unknown,Blue,4
1,50,M,2,High School,Married,$120K +,Silver,5
0,49,M,3,Unknown,Married,$80K - $120K,Blue,6
0,37,M,2,Unknown,Single,$60K - $80K,Blue,4
0,43,M,4,Graduate,Married,$120K +,Blue,6
1,37,F,3,Unknown,Married,Less than $40K,Blue,3
0,58,F,2,Graduate,Single,$40K - $60K,Blue,4
0,46,F,3,Graduate,Single,Less than $40K,Blue,5
0,59,F,0,Uneducated,Single,Unknown,Blue,5
1,49,F,3,Uneducated,Single,Unknown,Blue,4
1,42,F,1,Unknown,Married,Less than $40K,Blue,3
0,54,F,2,Doctorate,Divorced,Less than $40K,Blue,6
1,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,6
0,40,F,2,Graduate,Unknown,Less than $40K,Blue,5
0,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,5
1,45,F,3,High School,Married,$40K - $60K,Blue,4
1,49,M,4,Unknown,Single,$120K +,Blue,3
0,53,F,1,High School,Single,Less than $40K,Blue,6
0,34,F,3,Uneducated,Single,$40K - $60K,Blue,3
0,49,F,0,Graduate,Single,Less than $40K,Blue,4
0,60,F,1,College,Single,$40K - $60K,Blue,5
0,40,M,2,College,Single,$80K - $120K,Blue,5
1,59,M,0,High School,Single,$60K - $80K,Blue,3
0,44,F,2,Unknown,Married,Less than $40K,Blue,5
0,49,F,2,High School,Married,$40K - $60K,Blue,5
0,44,M,2,Graduate,Unknown,$80K - $120K,Blue,3
0,47,M,4,Graduate,Married,$60K - $80K,Silver,4
0,52,F,0,Post-Graduate,Single,Less than $40K,Blue,4
0,47,F,1,High School,Married,Less than $40K,Blue,3
